call_day,ai_score,sunbiz_status,status,notes,name,owner_name,phone,category,address,locality,is_chain,website
38,0,ACTIVE,New,,Bay Area Insurance Group,,(727) 803-6920,Insurance Agencies,11125 Park Blvd,"Seminole, FL 33772",False,http://www.bayareainsgroup.com/
26,0,ACTIVE,New,,Bay Area Emergency Physicians,,(727) 298-6612,Medical Clinics,300 Pinellas St,"Clearwater, FL 33756",False,https://baepgroup.com/
30,0,ACTIVE,New,,Basic Reason Chiropractic,,(727) 430-2665,Chiropractors,205 S Myrtle Ave,"Clearwater, FL 33756",False,http://banackichiropractic.com/
51,0,ACTIVE,New,,"Barrazueta, Jeffrey",,(727) 397-8800,Dentists,8381 Seminole Blvd,"Seminole, FL 33772",False,https://www.scottdentistrystpete.com/
46,0,ACTIVE,New,,Barracuda Surfaces,,(727) 678-9029,Pool Cleaning Services,2131 Coral Way,"Largo, FL 33771",False,https://www.barracudasurfacesllc.com/
44,0,ACTIVE,New,,Bardmoor Sleep Disorders Center,,(727) 734-6716,Doctors,8839 Bryan Dairy Rd,"Largo, FL 33777",False,https://www.baycare.org/locations/b/bardmoor-sleep-disorders-center
48,0,ACTIVE,New,,Bardmoor Family Dental,,(727) 398-6553,Dentists,10801 Starkey Rd Ste 301,"Seminole, FL 33777",False,http://www.bardmoorfamilydental.com/
49,0,ACTIVE,New,,Bar 19,,(727) 724-7100,Bars,27001 Us Highway 19 N,"Clearwater, FL 33761",False,http://www.wholefoodsmarket.com/
46,0,ACTIVE,New,,"Baker, Tyler, DMD",,(727) 265-1695,Dentists,10710 Seminole Blvd,"Largo, FL 33778",False,https://www.drtylerbaker.com/
29,0,ACTIVE,New,,Baker Chiropractic Inury & Wellness Center,,(727) 343-4283,Chiropractors,5760 11th Ave N,"Saint Petersburg, FL 33710",False,http://banackichiropractic.com/
29,0,ACTIVE,New,,Baker Chiropractic,,(727) 347-8300,Chiropractors,3801 Park St N,"Saint Petersburg, FL 33709",False,https://www.drjohnpbaker.com/
51,0,ACTIVE,New,,Back Bar,,(727) 572-9414,Bars,150 Fountain Pkwy N,"Saint Petersburg, FL 33716",False,https://www.tampasportsbars.com/back-bar.html
50,0,ACTIVE,New,,Back 2 Basics Lawn Service,,(727) 290-5609,Landscaping Services,4217 9th Ave N,"Saint Petersburg, FL 33713",False,http://www.bestpestmanagement.com/
51,0,ACTIVE,New,,"Babb, David Paul, DMD",,(727) 394-6064,Dentists,9200 113th St,"Seminole, FL 33772",False,https://www.aspendental.com/schedule-an-appointment/?fc=2341&utm_source=YP&utm_medium=IYP&utm_campaign=StPete_FL-MMIYP-2341
51,0,ACTIVE,New,,BRAD'S COMPLETE LAWN MAINTENANCE,,(727) 400-1078,Landscaping Services,,"Seminole, FL 33776",False,http://www.bestpestmanagement.com/
48,0,ACTIVE,New,,BAR@548,,(727) 914-7424,Bars,548 Central Ave,"Saint Petersburg, FL 33701",False,https://www.tripadvisor.com/Attraction_Review-g34607-d8598680-Reviews-m32908-Bar_At_548-St_Petersburg_Florida.html
40,0,ACTIVE,New,,B & B Lawn & Pool Service,,(727) 216-5664,Pool Cleaning Services,1699 Summerdale Dr,"Clearwater, FL 33764",False,http://www.bnblawnandpool.com/
38,0,Scrape Error,New,,Avon: Marcie Mattrass,,(727) 729-5608,Boutiques,,,False,
29,0,ACTIVE,New,,"Autumn Burns, DC",,(727) 541-2520,Chiropractors,6250 Park Blvd N,"Pinellas Park, FL 33781",False,https://sheldonroadchiropractic.com/
43,0,Scrape Error,New,,"Dr. Misty M Skorcz, MD",,(727) 518-0009,Doctors,2050 W Bay Dr,"Largo, FL 33770",False,http://www.newimagederm.com/
35,0,ACTIVE,New,,Duncan Roofs,,(727) 323-1611,Roofing Contractors,2570 25th Ave N,"Saint Petersburg, FL 33713",False,https://duncanroofs.com/
38,0,ACTIVE,New,,Joanna Sadowska,,(727) 586-7103,Doctors,2025 Indian Rocks Rd S,"Largo, FL 33774",False,
28,0,Scrape Error,New,,"Joshua Aldwyn Richardson, DC",,(727) 201-4549,Chiropractors,8400 113th St,"Seminole, FL 33772",False,http://banackichiropractic.com/
42,0,ACTIVE,New,,"Joseph, Karen C, MD",,(727) 588-9572,Doctors,12020 Seminole Blvd,"Largo, FL 33778",False,http://suncoastfamilymed.com/
24,0,Scrape Error,New,,Joseph Sorrention Ii,,(727) 533-9199,Dentists,1030 Belcher Rd S,"Largo, FL 33771",False,https://www.hcafloridahealthcare.com/locations/northside-hospital/physicians/profile/Dr-Joseph-M-Armotrading-MD
38,0,ACTIVE,New,,Jonosh Properties II,,(727) 290-9855,Real Estate Agents,11200 Seminole Blvd,"Largo, FL 33778",False,http://ricerealtygroup.com/
44,0,ACTIVE,New,,Join'n Joy,,(727) 290-9821,Gift Shops,120 Johns Pass Boardwalk W,"Saint Petersburg, FL 33708",False,https://palmharborkitchens.com/
46,0,ACTIVE,New,,"John James Feeney, DMD",,(727) 536-3400,Dentists,2700 E Bay Dr,"Largo, FL 33771",False,http://www.midcountydental.com/
31,0,ACTIVE,New,,John Hogan Roofing,,(727) 210-7169,Roofing Contractors,3035 Pine St,"Clearwater, FL 33763",False,https://johnhoganroofing.com/
25,0,Scrape Error,New,,Joe Cool AC & Heating,,(727) 548-0657,HVAC Contractors,7300 56th St N,"Pinellas Park, FL 33781",False,http://www.joecoolair.com/
50,0,ACTIVE,New,,Joann's Interiors,,(727) 360-3270,Furniture Stores,6805 Gulf Blvd,"St Pete Beach, FL 33706",False,http://joannsinteriorsfl.com/
47,0,ACTIVE,New,,"Jennifer Katz, DMD",,(727) 223-1435,Dentists,13200 Seminole Blvd Ste 204,"Largo, FL 33778",False,http://aspendental.com/
31,0,Scrape Error,New,,"Joann Wilhelmsen, O.T.R./L",,(727) 541-5304,Physical Therapy,8254 118th Ave,"Largo, FL 33773",False,http://www.integrity-therapy.com/
44,0,ACTIVE,New,,Jk Flowers & Gift Baskets,,(727) 588-4583,Gift Shops,420 Indian Rocks Rd N,"Belleair Bluffs, FL 33770",False,http://www.dunedinplants.com/
30,0,ACTIVE,New,,Jimmy's Sports Lounge,,(727) 400-6803,Bars,1200 Clearwater Largo Rd N,"Largo, FL 33770",False,http://jimmyssportslounge.com/
47,0,ACTIVE,New,,Jim-N-kids Landscape Services,,(727) 460-9649,Landscaping Services,,,False,
30,0,ACTIVE,New,,Jhelsin Mabaga,,(727) 581-4648,Physical Therapy,200 Clearwater Largo Rd S,"Largo, FL 33770",False,http://www.mschiro.com/
36,0,ACTIVE,New,,Jewel Cafe,,(727) 518-7901,Cafes,2601 Jewell Rd,"Belleair Bluffs, FL 33770",False,https://belleaircafe.com/
32,0,ACTIVE,New,,"Jester, Clint",,(727) 803-1102,Physical Therapy,,"Saint Petersburg, FL 33709",False,http://mittal-ashok-md.hub.biz/
43,0,ACTIVE,New,,Jessica Harrell MD,,(727) 535-9899,Doctors,13787 Belcher Rd S,"Largo, FL 33771",False,https://ortholiving.com/
45,0,ACTIVE,New,,Jesse James Law Firm,,(727) 327-5700,Law Firms,6519 126th Ave,"Largo, FL 33773",False,http://www.jessejameslawfirm.com/
27,0,Scrape Error,New,,Jerry's Major Appliance & A/C Service,,(727) 399-8384,HVAC Contractors,11201 Seminole Blvd,"Largo, FL 33778",False,https://www.arniesrepair.com/
41,0,ACTIVE,New,,Journeys,,(727) 344-7888,Clothing Stores,6901 22nd Ave N,"St Petersburg, FL 33710",False,https://www.journeys.com/store/journeys-tyrone-square-mall
25,0,Scrape Error,New,,Jsa Healthcare,,(727) 581-3171,Medical Clinics,1180 Ponce De Leon Blvd,"Clearwater, FL 33756",False,http://ponce-es.pinellas.k12.fl.us/
44,0,ACTIVE,New,,Juanita's Place,,(727) 851-9597,Gift Shops,13220 Gulf Blvd,"Madeira Beach, FL 33708",False,http://juanitasplace.com/
43,0,ACTIVE,New,,Judi's Hallmark,,(727) 442-8619,Gift Shops,1559 S Highland Ave,"Clearwater, FL 33756",False,https://stores.hallmark.com/fl/clearwater/debs-hallmark-shop-clearwater-fl-055510.html
27,0,ACTIVE,New,,Kennedy Cooling & Heating,,(727) 470-2653,HVAC Contractors,11153 108th Way,"Largo, FL 33778",False,https://voxservices.net/hvac/seminole/fl/8119/heating&coolingseminole
27,0,Scrape Error,New,,Kenair Inc,,(727) 524-4542,HVAC Contractors,1299 Starkey Rd,"Largo, FL 33771",False,https://kenairinc.com/contact-us
28,0,ACTIVE,New,,"Keith W. Fady, Other",,(727) 596-1885,Chiropractors,11685 Hamlin Blvd,"Largo, FL 33774",False,http://www.fadychiro.com/
31,0,ACTIVE,New,,Keith The Roofer,,(727) 768-5140,Roofing Contractors,5313 17th Ave S,"Gulfport, FL 33707",False,https://keiththeroofer.com/
24,0,Scrape Error,New,,Kayanna Beckmann,,(727) 533-9199,Dentists,1030 Belcher Rd S,"Largo, FL 33771",False,https://www.aspendental.com/schedule-an-appointment/?fc=2436&utm_source=YP&utm_medium=IYP&utm_campaign=Largo_FL-MMIYP-2436
35,0,ACTIVE,New,,"Katie Horal, REALTOR | NextHome Beach Time Realty",,(727) 871-0809,Real Estate Agents,,,False,
30,0,ACTIVE,New,,Katie Anderson,,(727) 281-9617,Physical Therapy,10500 Ulmerton Rd Ste 272,"Largo, FL 33771",False,http://www.starcareinc.com/
42,0,ACTIVE,New,,"Katherine Weber Braunlich, DO",,(727) 588-5200,Doctors,201 14th St SW,"Largo, FL 33770",False,
47,0,ACTIVE,New,,Karnation Korner Florist,,(727) 734-5523,Gift Shops,1140 Main St Ste 1,"Dunedin, FL 34698",False,http://www.dunedinplants.com/
41,0,ACTIVE,New,,Karen's Pool Service,,(727) 871-0025,Pool Cleaning Services,,,False,
32,0,ACTIVE,New,,Kansas Audio USA Corp,,(727) 447-9656,Marketing Agencies,1062 Cephas Rd,"Clearwater, FL 33765",False,http://www.ksaudio.com/
46,0,ACTIVE,New,,Kane's J P Town & Country Furniture & Rugs,,(727) 584-2121,Furniture Stores,641 Missouri Ave N,"Largo, FL 33770",False,http://www.jpkfurniture.com/
40,0,ACTIVE,New,,"Kamajian, George K, DO",,(727) 517-1500,Doctors,10500 Ulmerton Rd Ste 360,"Largo, FL 33771",False,http://www.medexpress.com/
37,0,ACTIVE,New,,Kalunian Ken,,(727) 595-1111,Real Estate Agents,12661 Indian Rocks Rd,"Largo, FL 33774",False,http://clearwaterlargoseminolerealty.com/
31,0,ACTIVE,New,,Kahwa St Pete Drive Thru,,(727) 767-0429,Cafes,3901 3rd St N,"Saint Petersburg, FL 33703",False,https://www.estimatemyvalue.com/About-Us.html
33,0,ACTIVE,New,,Kahwa Coffee,,(727) 924-2194,Cafes,5820 9th Ave N,"Saint Petersburg, FL 33710",False,https://coffeeshop.kahwacoffee.com/en/kahwa-coffee-st.-petersburg---west-44919
34,0,ACTIVE,New,,KDM Design & Marketing Inc,,(727) 344-2026,Marketing Agencies,11106 87th Ave,"Seminole, FL 33772",False,https://www.kdmconsultants.com/category/news-and-press
33,0,ACTIVE,New,,KDM Design & Marketing,,(727) 344-2026,Marketing Agencies,9855 59th AVE N,"Saint Petersburg, FL 33708",False,https://www.kdmconsultants.com/
32,0,ACTIVE,New,,KAM Roofing Services,,(727) 637-6827,Roofing Contractors,18540 US 19 N  Suite F,"Clearwater, FL 33764",False,https://kamroofingservices.com/
40,0,Scrape Error,New,,Justice,,(727) 726-5214,Clothing Stores,27001 US Highway 19 N,"Clearwater, FL 33761",False,https://www.justicetechnology.us/
37,0,ACTIVE,New,,"Jennifer Rebecca Chambers, DO",,(727) 545-4444,Doctors,8200 Bryan Dairy Rd,"Seminole, FL 33777",False,https://baycare.org/doctors/c/j/jennifer-r-chambers
46,0,ACTIVE,New,,Jennifer Johnson DMD,,(727) 393-8855,Dentists,9951 Seminole Blvd,"Seminole, FL 33772",False,http://jjohnsondmdpa.com/
24,0,Scrape Error,New,,Kent C Riley DMD,,(727) 536-3400,Dentists,2700 E Bay Dr,"Largo, FL 33771",False,https://www.aspendental.com/schedule-an-appointment/?fc=2436&utm_source=YP&utm_medium=IYP&utm_campaign=Largo_FL-MMIYP-2436
34,0,ACTIVE,New,,"Hunt, Mikala",,(727) 258-5586,Physical Therapy,9381 Us Highway 19 N,"Pinellas Park, FL 33782",False,https://lifeinmotion-therapy.com/patient-information/patient-testimonials
45,0,Scrape Error,New,,Innovative Pools & Spa Inc,,(727) 405-2994,Pool Cleaning Services,7940 24th Ave N,"Saint Petersburg, FL 33710",False,https://www.innovativepoolsandspa.net/
28,0,Scrape Error,New,,Injury Treatment Center,,(727) 596-4878,Chiropractors,9555 Seminole Blvd Ste 207,"Seminole, FL 33772",False,https://www.gulfcoastantiaging.com/
47,0,ACTIVE,New,,InTown Suites,,(727) 538-8892,Hotels,2833 Roosevelt Blvd,"Clearwater, FL 33760",False,http://www.intownsuites.com/detail_hotel.asp?id=187
29,0,ACTIVE,New,,In & Out Care,,(727) 999-1909,Chiropractors,7839 113th St,"Seminole, FL 33772",False,https://www.thejoint.com/florida/seminole/seminole-27031
35,0,ACTIVE,New,,Imapp Realty Group,,(727) 289-7210,Real Estate Agents,13035 Park Blvd,"Seminole, FL 33776",False,http://imapprealty.compinellasrealtors.com/
25,0,Scrape Error,New,,"ICM Associates, Inc.",,(727) 392-5600,Medical Clinics,,,False,
32,0,ACTIVE,New,,IBEX Roofing Inc,,(727) 498-8437,Roofing Contractors,4770 94th St N,"Saint Petersburg, FL 33708",False,https://ibexroofing.com/?y_source=1_MTA2ODY2Nzc2NS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
25,0,Scrape Error,New,,Hypersonic Ruud HVAC Systems,,(727) 440-2310,HVAC Contractors,8900 49th St N,"Pinellas Park, FL 33782",False,http://www.airmasters.net/
49,0,ACTIVE,New,,Hurricane Eddie's,,(727) 221-0001,Bars,300 Causeway Blvd,"Dunedin, FL 34698",False,https://www.facebook.com/HurricaneEddies
49,0,ACTIVE,New,,Dunedin House of Beer,,(727) 216-6318,Bars,927 Broadway Ste A,"Dunedin, FL 34698",False,http://www.dunedinhob.com/
42,0,Scrape Error,New,,"Hull, Bill",,(727) 558-4400,Insurance Agencies,12551 Indian Rocks Rd,"Largo, FL 33774",False,https://agents.allstate.com/bill-hull-largo-fl.html
27,0,ACTIVE,New,,Jenergy Air Services,,(727) 595-5366,HVAC Contractors,1255 Starkey Rd Ste A,"Largo, FL 33771",False,https://jenergyair.com/
49,0,Scrape Error,New,,Hudson's Furniture + Mattress,,(727) 449-0488,Furniture Stores,28342 Us Highway 19 N,"Clearwater, FL 33761",False,http://hudsonsfurniture.com/
48,0,ACTIVE,New,,House to Home,,(727) 216-6265,Furniture Stores,920 N Mcmullen Booth Rd,"Clearwater, FL 33759",False,http://www.housetohomefl.com/
35,0,ACTIVE,New,,House Hunters Realty Group,,(727) 744-0881,Real Estate Agents,,"Seminole, FL 33776",False,http://www.househunterstampabay.com/
47,0,ACTIVE,New,,Hotel Liquidation Warehouse Inc,,(727) 800-9936,Hotels,880 49th St N,"Saint Petersburg, FL 33710",False,http://hotelliquidationwarehouse.com/
46,0,Scrape Error,New,,Hotel Liquidation Warehouse,,(727) 216-6359,Furniture Stores,1440 Missouri Ave N,"Largo, FL 33770",False,http://www.hotelliquidationwarehouse.com/
51,0,ACTIVE,New,,Hot Momma's Home Services,,(727) 678-3156,Landscaping Services,5246 Flamingo Drive North,"Saint Petersburg, FL 33714",False,https://www.facebook.com/LetMommaHelp
31,0,ACTIVE,New,,"Hondrade, Asuncion",,(727) 547-8600,Physical Therapy,10707 66th St N,"Pinellas Park, FL 33782",False,http://www.bluestonemd.com/
47,0,ACTIVE,New,,Homewood Suites by Hilton St. Petersburg Clearwater,,(727) 573-1500,Hotels,2233 Ulmerton Rd,"Clearwater, FL 33762",False,https://www.hilton.com/en/hotels/clwflhw-homewood-suites-st-petersburg-clearwater/?SEO_id=YEXTN-AMER-HG-CLWFLHW&y_source=1_MjA4MzE0NC01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
48,0,ACTIVE,New,,Home2 Suites by Hilton Largo,,(727) 501-0001,Hotels,10145 Ulmerton Rd,"Largo, FL 33771",False,https://www.hilton.com/en/hotels/tpaurht-home2-suites-largo/?SEO_id=YEXTN-AMER-HT-TPAURHT&y_source=1_MTkxNDAyMjgtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D
32,0,ACTIVE,New,,Innovative Senior Care,,(727) 391-7722,Physical Therapy,10950 Temple Ter,"Seminole, FL 33772",False,http://brookdaleliving.com/
41,0,Scrape Error,New,,Insurance Solutions of Pinellas,,(727) 398-1288,Insurance Agencies,12945 Seminole Blvd,"Largo, FL 33778",False,https://www.loweredrates.com/car-insurance-pinellas-park-fl
24,0,ACTIVE,New,,IntegrityTree Care & grounds maintenance,,(727) 226-7782,Landscaping Services,447 6th Ave n.e.,"Largo, FL 33770",False,https://www.mrhandyman.com/palm-harbor-clearwater-largo/
47,0,ACTIVE,New,,Interior Fusion,,(727) 275-1200,Furniture Stores,7880 Us Highway 19 N,"Pinellas Park, FL 33781",False,http://interiorfusion.us/
27,0,ACTIVE,New,,Jeffrey S Walke R,,(727) 440-9675,Medical Clinics,6830 Central Ave,"Saint Petersburg, FL 33707",False,https://discspinecare.com/
41,0,ACTIVE,New,,"Jean-Pierre, Lissa M, MD",,(727) 351-4894,Doctors,13220 Belcher Rd S,"Largo, FL 33773",False,http://www.newimagederm.com/
46,0,ACTIVE,New,,Jawdet I Rubaii PA,,(727) 493-5481,Law Firms,1358 S Missouri Ave,"Clearwater, FL 33756",False,http://davidellislaw.com/
24,0,ACTIVE,New,,Jason Ehrenman DMD,,(727) 531-5100,Dentists,2700 E Bay Dr,"Largo, FL 33771",False,http://boulevard-dental.com/
29,0,ACTIVE,New,,100 Chiro Schaefer P,,(727) 353-0033,Chiropractors,6844 22nd Ave N,"Saint Petersburg, FL 33710",False,https://100percentchiropractic.com/locations/st-petersburg-fl
27,0,ACTIVE,New,,Jason Bottoms Dpm,,(727) 384-5540,Medical Clinics,5637 49th St N,"Saint Petersburg, FL 33709",False,https://www.ankleandfootcenter.com/
34,0,ACTIVE,New,,Jardine Wellness,,(727) 241-5504,Wellness Center,333 3rd Ave N,"Saint Petersburg, FL 33701",False,https://jardinewellness.com/contact
32,0,ACTIVE,New,,"Janine Hanson, RPT",,(727) 541-2091,Physical Therapy,8130 66th St N Ste 12,"Pinellas Park, FL 33781",False,http://meilus.com/
39,0,ACTIVE,New,,"Jan N Arango, MD",,(727) 535-9700,Doctors,3475 E Bay Dr,"Largo, FL 33771",False,http://stpetepeds.com/
47,0,ACTIVE,New,,"Jamil S Abdelghani, DDS",,(727) 398-6553,Dentists,10801 Starkey Rd Ste 301,"Largo, FL 33777",False,http://bardmoorfamilydental.com/
37,0,ACTIVE,New,,James Gregory J Do,,(727) 593-5492,Doctors,13540 Walsingham Rd,"Largo, FL 33774",False,http://www.suncoastfamilymed.com/
43,0,Scrape Error,New,,"James E Defoe, MD, PA",,(727) 393-3468,Doctors,10333 Seminole Blvd Ste 10,"Largo, FL 33778",False,http://www.newimagederm.com/
28,0,ACTIVE,New,,"Jakob Ryne Johnson, DC",,(727) 393-6100,Chiropractors,11444 Seminole Blvd,"Largo, FL 33778",False,http://banackichiropractic.com/
41,0,ACTIVE,New,,Jacqueline Ooten,,(727) 584-7706,Doctors,1301 2nd Ave SW,"Largo, FL 33770",False,http://dc-fl.com/
51,0,ACTIVE,New,,"JJ Trees, LLC",,(727) 768-1184,Landscaping Services,2222 45th Ave N,"Saint Petersburg, FL 33714",False,https://www.pinellastree.com/
51,0,ACTIVE,New,,J & M Lawn Maintence Corp,,(727) 623-4911,Landscaping Services,435 45th Ave S,"Saint Petersburg, FL 33705",False,http://www.treeservicespringhillfl.com/
45,0,Scrape Error,New,,Island Way Pools,,(727) 488-2047,Pool Cleaning Services,110 Island Way,"Clearwater Beach, FL 33767",False,https://www.islandwaypools.net/contact
46,0,ACTIVE,New,,Island Way Pavers & Pools,,(727) 584-5240,Pool Cleaning Services,101 1st St NW,"Largo, FL 33770",False,http://islandwaypaversandpools.com/
50,0,ACTIVE,New,,Island Time,,(727) 415-0153,Furniture Stores,217 75th Ave,"St Pete Beach, FL 33706",False,https://islandtimeoutdoorfurniture.com/chairs
45,0,ACTIVE,New,,Island Cove Beads & Gallery,,(727) 510-1657,Gift Shops,1519 gulf blvd,"Indian rocks beach, FL 33785",False,http://www.island-cove.com/
47,0,ACTIVE,New,,Irish Green Complete Property Maintenance,,(727) 906-1472,Landscaping Services,,,False,
29,0,ACTIVE,New,,"Kenneth Michael Kozlowski, DC",,(727) 449-1877,Chiropractors,1539 S Highland Ave,"Clearwater, FL 33756",False,https://www.drkenk.com/
24,0,ACTIVE,New,,Kevin O'Neil's Lawn Service,,(727) 420-2245,Landscaping Services,5100 95th St N Ste 12,"Saint Petersburg, FL 33708",False,http://www.bestpestmanagement.com/
35,0,ACTIVE,New,,Home Prime Realty,,(727) 623-9456,Real Estate Agents,7744 66th St N,"Pinellas Park, FL 33781",False,https://www.homesnap.com/Dianellys-Gradaille/gmb
44,0,ACTIVE,New,,MainTech Pool Solutions,,(727) 251-5590,Pool Cleaning Services,PO Box 55383,"Saint Petersburg, FL 33732",False,http://www.maintechpoolsolutions.com/
43,0,ACTIVE,New,,Marsalisi Law,,(727) 800-5052,Law Firms,"7035 Central Avenue, Suite A","Saint Petersburg, FL 33710",False,http://www.marsalisilaw.com/
44,0,ACTIVE,New,,"Marrell Javar Kimble, MD",,(727) 593-9848,Doctors,13670 Walsingham Rd,"Largo, FL 33774",False,
24,0,ACTIVE,New,,Marian Gerges,,(727) 507-9090,Dentists,7491 Ulmerton Rd,"Largo, FL 33771",False,https://www.aspendental.com/schedule-an-appointment/?fc=2436&utm_source=YP&utm_medium=IYP&utm_campaign=Largo_FL-MMIYP-2436
37,0,ACTIVE,New,,"Mareena Hanna, DO",,(727) 398-7701,Doctors,13220 Starkey Rd Ste 500,"Largo, FL 33773",False,https://doctors.wellmedhealthcare.com/details/167493
28,0,ACTIVE,New,,Marco's A C and Heating,,(727) 265-2183,HVAC Contractors,9079 Sunrise Dr,"Largo, FL 33773",False,
45,0,ACTIVE,New,,"Marc Kudelko, DO",,(727) 544-1600,Doctors,13777 Belcher Rd S,"Largo, FL 33771",False,https://www.fdhs.com/physicians/marc-kudelko-do
29,0,ACTIVE,New,,"Maola, Chad J",,(727) 394-6217,Chiropractors,7200 66th St N,"Pinellas Park, FL 33781",False,
45,0,ACTIVE,New,,Mansour Moneer,,(727) 391-8009,Doctors,8787 Bryan Dairy Rd Ste 330,"Seminole, FL 33777",False,http://www.newimagederm.com/
42,0,ACTIVE,New,,Manny the Pool Guy,,(727) 202-9771,Pool Cleaning Services,,"Clearwater, FL 33756",False,http://www.tampapoolpro.com/
46,0,ACTIVE,New,,Mainstream Partners Viii Ltd,,(727) 442-9983,Hotels,325 S Gulfview Blvd,"Clearwater Beach, FL 33767",False,https://www.belleairlargohotel.com/
42,0,ACTIVE,New,,"Mahmood, Jazbeen, MD",,(727) 593-9848,Doctors,13670 Walsingham Rd,"Largo, FL 33774",False,http://www.baycare.org/
36,0,ACTIVE,New,,M M P Partners LLP,,(727) 581-9029,Real Estate Agents,1301 2nd Ave SW,"Largo, FL 33770",False,https://www.floridaurologypartners.com/about-us/our-mission
51,0,ACTIVE,New,,"Mahatme, Richa, DDS",,(727) 288-2545,Dentists,11701 Belcher Rd S,"Largo, FL 33773",False,https://www.aspendental.com/schedule-an-appointment/?fc=2436&utm_source=YP&utm_medium=IYP&utm_campaign=Largo_FL-MMIYP-2436
44,0,Scrape Error,New,,Magro Law Firm,,(727) 821-3864,Law Firms,3775 Central Ave,"Saint Petersburg, FL 33713",False,http://www.magrolaw.com/
36,0,ACTIVE,New,,Maggie Mae's Sunrise Cafe,,(727) 595-1096,Cafes,1261 Gulf Blvd,"Clearwater Beach, FL 33767",False,http://www.maggie-maes.com/
29,0,ACTIVE,New,,Madeira Beach Chiropractic,,(727) 212-0640,Chiropractors,150 153rd Ave,"Madeira Beach, FL 33708",False,https://nojs-rotate.domaincntrol.com/?d=nojs&t=3
29,0,ACTIVE,New,,Madeira Beach Center,,(727) 393-3352,Chiropractors,410 150th Ave Ste B,"Madeira Beach, FL 33708",False,http://madbeachchiro.com/
38,0,ACTIVE,New,,Made in Italy Designer Fashion Warehouse,,(727) 437-7158,Clothing Stores,12505 66th St,"Largo, FL 33773",False,http://www.tobysoriginallittleitalypizza.com/
28,0,ACTIVE,New,,Maddox Chiropractic,,(727) 392-1465,Chiropractors,8760 Seminole Blvd,"Seminole, FL 33772",False,http://banackichiropractic.com/
34,0,ACTIVE,New,,Mad Dog Armory,,(727) 304-4443,Marketing Agencies,11606 Seminole Blvd,"Largo, FL 33778",False,https://mdarmory.com/contact-us
51,0,ACTIVE,New,,Mad Beach Craft Brewing Company,,(727) 362-0008,Bars,12945 Village Blvd,"Madeira Beach, FL 33708",False,https://www.madbeachbrewing.com/
46,0,ACTIVE,New,,"Mackay, Edward G, MD",,(727) 581-8346,Doctors,2051 W Bay Dr,"Largo, FL 33770",False,https://www.drmackay.com/
49,0,ACTIVE,New,,Mary Margaret's Olde Irish Tavern,,(727) 873-6764,Bars,29 3rd St N,"Saint Petersburg, FL 33701",False,http://www.redmesacantina.com/
42,0,Scrape Error,New,,Masi Insurance,,(727) 399-1900,Insurance Agencies,10912 Hamlin Blvd,"Largo, FL 33774",False,http://www.masiinsurance.com/
32,0,ACTIVE,New,,Massage Therapy,,(727) 744-6065,Physical Therapy,8209 113th St,"Seminole, FL 33772",False,http://eastwestmassagespa.com/
24,0,ACTIVE,New,,Massey Services Pest Control,,(727) 573-7878,Landscaping Services,2140 Belcher Rd S # 2,"Largo, FL 33771",False,https://www.masseyservices.com/service-location/clearwater-pest-control
32,0,ACTIVE,New,,"Meyers, Karly A",,(727) 616-0809,Physical Therapy,9079 Belcher Rd N,"Pinellas Park, FL 33782",False,
32,0,ACTIVE,New,,Metro Diner,,(727) 324-6088,Cafes,5250 4th St N,"St Petersburg, FL 33703",False,https://metrodiner.com/locations/florida/st-pete
33,0,ACTIVE,New,,"Metchear, Cassidy",,(727) 592-9100,Physical Therapy,4902 Creekside Dr,"Clearwater, FL 33760",False,
30,0,ACTIVE,New,,Metal Roofing Contractors Inc,,(727) 392-3354,Roofing Contractors,4685 95th St N,"Saint Petersburg, FL 33708",False,https://arsmi.com/
26,0,ACTIVE,New,,Metabolic Medical Center,,(727) 223-8987,Medical Clinics,1120 Belcher Rd S,"Largo, FL 33771",False,https://www.peaksofhealth.com/
37,0,ACTIVE,New,,Merillat Roofing,,(727) 412-8826,Roofing Contractors,27837 Us Highway 19 N Ste I,"Clearwater, FL 33761",False,http://merillatroofing-fl.com/
25,0,ACTIVE,New,,Mercurial Rheem Air Conditioners,,(727) 440-2306,HVAC Contractors,12225 28th St N,"Saint Petersburg, FL 33716",False,https://www.coolquest.com/
33,0,ACTIVE,New,,Mental Wellness Marketing,,(727) 203-2017,Marketing Agencies,,,False,
40,0,ACTIVE,New,,"Melendez, Ed, AGT",,(727) 584-7206,Insurance Agencies,2080 W Bay Dr,"Largo, FL 33770",False,https://www.statefarm.com/agent/us/fl/largo/ed-melendez-0l5hb1ys000
31,0,ACTIVE,New,,"Meghan Granata, OTRL",,(727) 541-5304,Physical Therapy,8254 118th Ave Ste 100,"Largo, FL 33773",False,http://www.integrity-therapy.com/
36,0,ACTIVE,New,,"Megan Gail McGrath, MD",,(727) 398-7701,Doctors,13220 Starkey Rd Ste 500,"Largo, FL 33773",False,https://doctors.wellmedhealthcare.com/details/161858
